------------------------------------------------------------
Client connecting to 10.0.0.2, TCP port 5001 with pid 63622
Write buffer size:  128 KByte
TCP window size:  423 KByte (default)
------------------------------------------------------------
[  3] local 10.0.0.1 port 52456 connected with 10.0.0.2 port 5001 (ct=5.59 ms)
[ ID] Interval            Transfer    Bandwidth       Write/Err  Rtry     Cwnd/RTT        NetPwr
[  3] 7.8000-8.0000 sec   245 KBytes  10.1 Mbits/sec  2/0          0       14K/5542 us  226.75
[  3] 8.0000-8.2000 sec   234 KBytes  9.60 Mbits/sec  2/0          0       14K/5542 us  216.44
[  3] 8.2000-8.4000 sec   245 KBytes  10.1 Mbits/sec  2/0          0       14K/5542 us  226.75
[  3] 8.4000-8.6000 sec   234 KBytes  9.60 Mbits/sec  2/0          0       14K/5542 us  216.44
[  3] 8.6000-8.8000 sec   245 KBytes  10.1 Mbits/sec  2/0          0       14K/5542 us  226.75
[  3] 8.8000-9.0000 sec   234 KBytes  9.60 Mbits/sec  2/0          0       14K/5542 us  216.44
[  3] 9.0000-9.2000 sec   238 KBytes  9.77 Mbits/sec  2/0          0       14K/5542 us  220.31
[  3] 9.2000-9.4000 sec   119 KBytes  4.86 Mbits/sec  1/0          0       14K/5542 us  109.51
[  3] 9.4000-9.6000 sec   245 KBytes  10.1 Mbits/sec  2/0          0       14K/5542 us  226.75
[  3] 9.6000-9.8000 sec   234 KBytes  9.60 Mbits/sec  2/0          0       14K/5542 us  216.44
[  3] 9.8000-10.0000 sec   245 KBytes  10.1 Mbits/sec  2/0          0       14K/5542 us  226.75
[  3] 0.0000-10.0276 sec  17.2 MBytes  14.4 Mbits/sec  141/0          0       -1K/5541 us  323.75
